text,class,predicted_class,polarity,weight,significant_words
"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,-0.46666666666666673,3.0,undinegaraku+minta+simpati+roti+lingkup+la+ada+orang+sabotaj+la+pesawat+kena+sabotaj+tu+rupanya+tayar
"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/14lgL20BwL""",0,0,-0.2,2.0,b+setuju+dengan+hebat+sungguh+kewangangan+terbesar+dalam+sejarah hitam+d
"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/BOTjhOD40l""",0,0,-0.2,2.0,b+setuju+dengan+hebat+sungguh+kewangangan+terbesar+dalam+sejarah hitam+d
"b'RT @sabatinidzue: Suami ckp smlm masa Solat Jumaat\n\nHabis solat, Imam baca doa.\n\nDah elok bahasa Arab, tiba - tiba..\n\nYa Allah, bantulah D'",1,1,0.15,1.0,ckp+smlm+masa+solat+baca+elok+bahasa+tiba+bantulah
"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,-0.46666666666666673,3.0,undinegaraku+minta+simpati+roti+lingkup+la+ada+orang+sabotaj+la+pesawat+kena+sabotaj+tu+rupanya+tayar
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/iSk3BTFi2u""",0,0,-0.2,2.0,b+setuju+dengan+hebat+sungguh+kewangangan+terbesar+dalam+sejarah hitam+d
"b""Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah d https://t.co/qepSxfn0oS""",0,0,-0.2,2.0,b+setuju+dengan+hebat+sungguh+kewangangan+terbesar+dalam+sejarah hitam+d
"b""RT @khalidkarim: I want PH to win cos;\n1)Only way to get to the bottom of the 1MDB story.\n2)Review of Najib's megaprojects can give us bett""",0,1,0.8,1.0,b+khalidkarim+want+to+win+n1+way+to+get+to+the+bottom+of+the+of+'s+megaprojects+can+give+bett
"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,-0.46666666666666673,3.0,undinegaraku+minta+simpati+roti+lingkup+la+ada+orang+sabotaj+la+pesawat+kena+sabotaj+tu+rupanya+tayar
b'RT @NaufalAntezem: Replace Najib with Tok Mat of Negeri Sembilan. Easy win for BN.',0,1,0.8,1.0,with+of+win+for
"b""RT @fuziah99: Saya setuju dengan Dato' Seri Najib, hebat sungguh negaraku.\n\n1. 1MDB: Skandal kewangangan terbesar dalam sejarah dunia\n2. Pe""",0,0,-0.2,2.0,b+fuziah99+setuju+dengan+hebat+sungguh+kewangangan+terbesar+dalam+sejarah hitam
"b""RT @NajibRazak: Read YAB PM Najib Razak's interview with Bloomberg on Malaysia's relationship with China and the United States - Admin\n\nhtt""",1,1,0,0.0,b+'s+interview+with+on+'s+relationship+with+and+the
"b'Perdana Menteri yang juga Calon BN Parlimen P085 Pekan, Datuk Seri Najib Razak bersama Isteri, Datin Seri Rosmah Ma https://t.co/1sMmBhDHSR'",1,1,0,0.0,yang+juga+bersama
b'Diharap macai2 Najib faham apa yang Tun M nyatakan @BetterNation3 @va_dig bangang @1rmfs kantoi @macai2 BN sekalian https://t.co/ZUQoUPfTr4',0,1,0,0.0,macai2+faham+apa+yang+nyatakan+va_dig+bangang+1rmfs+kantoi+macai2+sekalian
"b'Caretaker government promising cash handouts is a clear campaign VIOLATION, is it not? Or does UMNO dance to the tu https://t.co/bw3ZFsqJKn'",0,0,-0.15000000000000002,2.0,government+promising+cash+is+a+clear+campaign+is+it+not+dance+to+the+tu
b'RT @meorizzulhaqim: @shafiq_amin96 @nano_napy @faisalmohd77 @john_saing @chedetofficial Najib keluar BN bermakna dalam lokap lah beliau. Ha',0,0,-0.2,1.0,shafiq_amin96+nano_napy+faisalmohd77+john_saing+chedetofficial+keluar+bermakna+dalam+lokap+lah+beliau
"b""RT @khalidkarim: I want PH to win cos;\n1)Only way to get to the bottom of the 1MDB story.\n2)Review of Najib's megaprojects can give us bett""",0,1,0.8,1.0,b+khalidkarim+want+to+win+n1+way+to+get+to+the+bottom+of+the+of+'s+megaprojects+can+give+bett
b'RT @chedetofficial: Najib kata saya tak buat apa-apa pembangunan semasa saya jadi PM ? \n\nSaya setuju dengan dia.\n\nIni jawapan saya. https:/',0,0,-0.3,2.0,chedetofficial+kata+saya+tak+buat+apa-apa+pembangunan+semasa+saya+jadi+setuju+dengan+jawapan+saya
"b'@IsmailSabri60 Kalau YB nak terus kekal secara terhormat dlm pemerintahan akan dtg, pastikan semua @umnomalaysia https://t.co/qJxH7bKfBu'",1,1,0.1,1.0,b+nak+terus+kekal+secara+terhormat+dlm+pemerintahan+akan+dtg+pastikan+semua+umnomalaysia
"b'RT @bharianmy: Perdana Menteri yang juga calon BN Parlimen P.085 Pekan,  Datuk Seri Najib Razak penuh ceria tiba di Majlis Sambutan Hari gu'",1,1,0.6,1.0,yang+juga+calon+penuh+ceria+tiba+di+gu
b'Najib sedang sebok berkempen dan bercakap...\n\nPerlu di ingat....\n\nBila dia bercakap itu bermakna dia sedang menipu. https://t.co/wRPAnlscAY',0,0,-0.6,1.0,sedang+sebok+berkempen+dan+bercakap+di+ingat+dia+bercakap+itu+bermakna+dia+sedang+menipu
"b'PM yang juga Calon BN Parlimen P085 Pekan, Datuk Seri Najib Razak bersama Isteri, Datin Seri Rosmah Mansor  hadir d https://t.co/x2LMlP10ir'",1,1,0,0.0,yang+juga+bersama+hadir+d
b'RT @amirulruslan: Bloomberg Businessweeks Najib cover is a masterpiece of layout design journalism. https://t.co/4U3zR5VVHp',0,1,0.5,1.0,cover+is+a+masterpiece+of+layout+design+journalism
b'Najib razak ni tak pernah mandi wajib lagi ke? Asal mcm tak cukup umur je dia ni em',0,1,0,0.0,razak+ni+tak+pernah+mandi+wajib+lagi+ke+mcm+tak+cukup+umur+je+dia+ni+em
b'Democratisation of education provides education access to people - Najib - https://t.co/K6oCUQXHy0 https://t.co/euHB9Un5re',1,1,0,0.0,of+education+provides+education+access+to+people
"b'RT @syahredzan: Untuk PRU ini, walau parti manapun yang anda sokong, jika anda mahu lihat kerajaan baru, anda kena undi calon PH.\n\nSbg seor'",0,1,1.0,1.0,syahredzan+ini+walau+parti+manapun+yang+anda+sokong+jika+anda+mahu+lihat+kerajaan+baru+anda+kena+undi+calon+seor
"b""RT @randommidageman: @MelGohCNA Seriously. Malaysians should be ashamed of Najib's behavior. It seems he thinks the only way for him to be""",0,0,-0.2,1.0,b+randommidageman+should+be+ashamed+of+'s+behavior+seems+he+the+only+way+for+him+to+be
"b'RT @walski69: Caretaker government promising cash handouts is a clear campaign VIOLATION, is it not? Or does UMNO dance to the tune of thei'",0,0,-0.15000000000000002,2.0,government+promising+cash+is+a+clear+campaign+is+it+not+dance+to+the+tune+of+thei
b'RT @Actor_Vivek: Wrong news! Some one replaced the photo. It was originally Dr.Tun.M pic only. I m not a politician. But just a fan of Dr.M',0,0,-0.5,0.75,news+one+replaced+the+photo+originally+pic+only+m+not+a+politician+just+a+fan+of
"b'Najib: Because of BN, quality education available to all https://t.co/rasc8MCC6I https://t.co/ryxBREkNew'",1,1,0.4,1.0,of+quality+education+available+to+all
b'Violating campaign rules? Nyehnyehnyehnyehnyeh. You cannot catch me. https://t.co/rGKmxAdvdD',0,1,0,0.0,campaign+can+not+catch+me
b'@khalidismath @_Vonherig03 @znazrE3n @Ibnuwaled Lol kami di selangor cukup bersyukur. Air free wifi free bas free b https://t.co/DMMmdv5I5Y',0,1,0.5,2.4000000000000004,b+khalidismath+kami+di+selangor+cukup+bersyukur+free+wifi+free+free+b
"b'RT @SumishaCNA: Chants of ""Reformasi"" as Pakatan &amp; Dr Mahathir supporters arrive at nomination centre. ""Reformasi"" means ""reformation"". But'",0,0,-0.5,1.0,of+amp+arrive+at+nomination+centre+reformation
b'RT @bongkersz: Yang penting Najib bangga.\n\nhttps://t.co/H3x3CdheNY',1,1,0,0.0,penting
b'RT @yindian5: Lemme rephrase your statement...PM Najib wasted no time to break EC law by announcing some cash handouts which is tantamount',0,0,-0.2,1.0,me+rephrase+your+statement+wasted+no+time+to+break+law+by+announcing+some+cash+which+is+tantamount
"b'RT @shafiq_amin96: @nano_napy @faisalmohd77 @john_saing @chedetofficial okay kita bgi second chance,nanti najib keluar BN,dia mengaku dia s'",0,1,1.0,0.5,shafiq_amin96+nano_napy+faisalmohd77+john_saing+chedetofficial+okay+kita+bgi+second+chance+nanti+najib+keluar+dia+mengaku+dia
"b'Unfortunately, quality education did not teach Najib not to steal from the nation. #wastededucation https://t.co/kmnNFO9XAB'",0,1,0.5,1.0,quality+education+did+not+teach+not+to+steal+from+the+nation+wastededucation
b'RT @AriffNizam: Sebarkan ini. \n\nUndi Wee Ka Siong = UNDI NAJIB &amp; ROSMAH. \n\nPangkah KEADILAN. #BinaHarapan https://t.co/VX9tUukMAl',0,1,0,0.0,ini+amp
b'RT @TheRakyatRasmi: Pembangkang licik lari ke tempat selamat - PM Najib - https://t.co/3kVm36ioIK #therakyat',1,0,-0.45,2.0,licik+lari+ke+tempat+selamat
b'RT @kicap_manisnya: @__farahx @SyedSaddiq Cina tak boleh memerintah sbb dalam perlembagaan hanya melayu islam je boleh jadi perdana menteri',1,0,-0.3,2.0,farahx+tak+boleh+memerintah+sbb+dalam+perlembagaan+hanya+melayu+islam+je+boleh+jadi+perdana+menteri
"b'RT @Abam_Win: #undinegaraku Drama minta simpati. Kedai roti lingkup la, ada orang sabotaj la. Pasal pesawat kena sabotaj tu, rupanya tayar'",0,0,-0.46666666666666673,3.0,undinegaraku+minta+simpati+roti+lingkup+la+ada+orang+sabotaj+la+pesawat+kena+sabotaj+tu+rupanya+tayar
b'@advmsymy Hmmm tak mampu dpt rm500 mcm melaka bagi kau. Ni pun Najib bagi rm300 huhu',0,0,-0.3,1.0,b+advmsymy+tak+mampu+dpt+rm500+mcm+melaka+bagi+kau+pun+bagi+rm300+huhu
b'RT @chedetofficial: Najib kata saya tak buat apa-apa pembangunan semasa saya jadi PM ? \n\nSaya setuju dengan dia.\n\nIni jawapan saya. https:/',0,0,-0.3,2.0,chedetofficial+kata+saya+tak+buat+apa-apa+pembangunan+semasa+saya+jadi+setuju+dengan+jawapan+saya
"b'I beg to differ Bro, so many schools are in bad shape, in terrible shape if I may. https://t.co/k45Y1ZZ1OS'",0,0,-0.39999999999999997,3.0,beg+to+differ+so+many+are+in+bad+shape+in+terrible+shape+if+may
b'seriously najib ajak gaduh mcm budak skolah bgaduh. #pangkahlahdenganbijak https://t.co/cYjlbcsQrd',0,1,0,0.0,najib+ajak+gaduh+mcm+budak+skolah+bgaduh+pangkahlahdenganbijak
b'RT @MelGohCNA: Pekan incumbent Najib Razak urges army personnel to join him in the fight against fake news . Mr Najib is #oncampaigntrail i',1,0,-0.3,2.0,incumbent+army+personnel+to+join+him+in+the+fight+against+fake+news+is+oncampaigntrail+i
b'RT @mantomJHR: berpuluh tahun cakap PAS sesat tapi tetiba skrg sanggup cium mulut ngan PAS...x takut jadi sesat/kafir ke https://t.co/yDAcN',0,1,0.4,1.0,berpuluh+tahun+cakap+sesat+tapi+tetiba+skrg+sanggup+cium+mulut+ngan+x+takut+jadi+sesat/kafir+ke
"b'Idk man, thats like, ummm your responsibility as the government? One more thing, the flip-flops of educational poli https://t.co/TDTzXlPpkP'",0,1,0.25,1.0,man+thats+like+ummm+your+responsibility+the+government+more+thing+the+of+educational+poli
b'On #Najib giving loads of #money during the #election campaign. \n\n#TolakPencuri #undurNajib #KalahkanPenipuan https://t.co/4VecqLNnub',0,1,0,0.0,giving+of+money+during+the+election+campaign
b'RT @anakusazalie: @youngsyefura @IbrahimRamli Permainan kotor ini akan sentiasa berlaku. Kita cuma boleh menang kalau kita pastikan gelomba',0,1,0.09999999999999999,3.0,youngsyefura+kotor+ini+akan+sentiasa+berlaku+cuma+boleh+menang+kalau+kita+pastikan+gelomba
b'@NajibRazak Hoi Najib...mana pegi macai2 kamu...ayat macai ko guna ke ...mencacaikan diri kikiki...sudah ketaq laa tuuuuuu...',0,1,0,0.0,b+mana+pegi+macai2+kamu+ayat+macai+ko+guna+ke+mencacaikan+diri+kikiki+sudah+ketaq+laa+tuuuuuu
"b'You mean the questionable quality of indoctrination camouflaged as ""education""? Yes, credit to UMNO &amp; Lain-Lain ind https://t.co/LqMveqQJLJ'",0,0,-0.40625,2.0,mean+the+questionable+quality+of+indoctrination+camouflaged+education+credit+to+amp+ind
b'Najib is a coward and will always be a coward. A coward will use any cowardly way to win his battle. Dont be surpr https://t.co/QY0ytoGNsb',0,1,0.04999999999999999,4.0,is+a+coward+and+will+always+be+a+coward+coward+will+use+any+cowardly+way+to+win+his+battle+be+surpr
b'@MelGohCNA Najib good pm',1,1,0.7,1.0,b+good+pm
